Order_Id,Shipping_Mode,Order_Date,Shipping_Date,Days_for_shipment _scheduled,Days_for_shipping _real,Late_delivery_risk,Delivery_Status
67354,Same Day,9/10/2017,9/10/2017,0,0,No late,Shipping on time
15289,Same Day,8/12/2015,8/12/2015,0,0,No late,Shipping on time
15288,Same Day,8/12/2015,8/12/2015,0,0,No late,Shipping on time
67770,Same Day,9/16/2017,9/16/2017,0,0,No late,Shipping on time
65532,Same Day,8/14/2017,8/15/2017,0,1,Late,Late delivery
68760,Same Day,9/30/2017,10/1/2017,0,1,Late,Late delivery
12428,Same Day,7/1/2015,7/1/2015,0,0,No late,Shipping on time
45917,Same Day,11/1/2016,11/1/2016,0,0,No late,Shipping on time
66985,Same Day,9/4/2017,9/5/2017,0,1,Late,Late delivery
17374,Same Day,9/11/2015,9/12/2015,0,1,Late,Late delivery
68984,Same Day,10/3/2017,10/4/2017,0,1,Late,Late delivery
66960,Same Day,9/4/2017,9/4/2017,0,0,No late,Shipping on time
11751,Same Day,6/21/2015,6/22/2015,0,1,Late,Late delivery
64127,Same Day,7/25/2017,7/25/2017,0,0,No late,Shipping on time
18531,Same Day,9/28/2015,9/28/2015,0,0,No late,Shipping on time
12563,Same Day,7/3/2015,7/3/2015,0,0,No late,Shipping on time
11666,Same Day,6/20/2015,6/20/2015,0,0,No late,Shipping on time
71140,Same Day,11/4/2017,11/4/2017,0,0,No late,Shipping on time
12866,Same Day,7/7/2015,7/8/2015,0,1,Late,Late delivery
13779,Same Day,7/21/2015,7/21/2015,0,0,No late,Shipping on time
61923,Same Day,6/22/2017,6/23/2017,0,1,Late,Late delivery
43283,Same Day,9/23/2016,9/24/2016,0,1,Late,Late delivery
12562,Same Day,7/3/2015,7/3/2015,0,0,No late,Shipping on time
53364,Same Day,2/17/2017,2/18/2017,0,1,Late,Late delivery
61145,Same Day,6/11/2017,6/12/2017,0,1,Late,Late delivery
3940,Same Day,2/27/2015,2/28/2015,0,1,Late,Late delivery
1673,Same Day,1/25/2015,1/25/2015,0,0,No late,Shipping on time
54136,Same Day,3/1/2017,3/1/2017,0,0,No late,Shipping on time
2431,Same Day,2/5/2015,2/5/2015,0,0,No late,Shipping on time
58687,Same Day,5/6/2017,5/7/2017,0,1,Late,Late delivery
55539,Same Day,3/21/2017,3/22/2017,0,1,Late,Late delivery
418,Same Day,1/7/2015,1/7/2015,0,0,No late,Shipping on time
4321,Same Day,3/5/2015,3/5/2015,0,0,No late,Shipping on time
4319,Same Day,3/5/2015,3/5/2015,0,0,No late,Shipping on time
330,Same Day,1/5/2015,1/6/2015,0,1,Late,Late delivery
4146,Same Day,3/2/2015,3/3/2015,0,1,Late,Late delivery
4145,Same Day,3/2/2015,3/2/2015,0,0,No late,Shipping on time
55185,Same Day,3/16/2017,3/17/2017,0,1,Late,Late delivery
57612,Same Day,4/20/2017,4/21/2017,0,1,Late,Late delivery
60157,Same Day,5/28/2017,5/28/2017,0,0,No late,Shipping on time
54721,Same Day,3/9/2017,3/10/2017,0,1,Late,Late delivery
52679,Same Day,2/7/2017,2/8/2017,0,1,Late,Late delivery
3688,Same Day,2/23/2015,2/24/2015,0,1,Late,Late delivery
58260,Same Day,4/30/2017,4/30/2017,0,0,No late,Shipping on time
59706,Same Day,5/21/2017,5/22/2017,0,1,Late,Late delivery
1672,Same Day,1/25/2015,1/25/2015,0,0,No late,Shipping on time
444,Same Day,1/7/2015,1/7/2015,0,0,No late,Shipping on time
59349,Same Day,5/16/2017,5/16/2017,0,0,No late,Shipping on time
52797,Same Day,2/9/2017,2/10/2017,0,1,Late,Late delivery
51730,Same Day,1/25/2017,1/25/2017,0,0,No late,Shipping on time
8796,Same Day,5/9/2015,5/9/2015,0,0,No late,Shipping on time
60487,Same Day,6/1/2017,6/2/2017,0,1,Late,Late delivery
53112,Same Day,2/14/2017,2/14/2017,0,0,No late,Shipping on time
54289,Same Day,3/3/2017,3/3/2017,0,0,No late,Shipping on time
3939,Same Day,2/27/2015,2/27/2015,0,0,No late,Shipping on time
4163,Same Day,3/2/2015,3/3/2015,0,1,Late,Late delivery
60990,Same Day,6/9/2017,6/9/2017,0,0,No late,Shipping on time
58988,Same Day,5/11/2017,5/11/2017,0,0,No late,Shipping on time
58352,Same Day,5/1/2017,5/2/2017,0,1,Late,Late delivery
6896,Same Day,4/11/2015,4/12/2015,0,1,Late,Late delivery
74674,Same Day,12/26/2017,12/26/2017,0,0,No late,Shipping on time
74557,Same Day,12/24/2017,12/24/2017,0,0,No late,Shipping on time
73075,Same Day,12/2/2017,12/3/2017,0,1,Late,Late delivery
23396,Same Day,12/8/2015,12/9/2015,0,1,Late,Late delivery
22947,Same Day,12/1/2015,12/2/2015,0,1,Late,Late delivery
21278,Same Day,11/7/2015,11/8/2015,0,1,Late,Late delivery
30914,Same Day,3/27/2016,3/27/2016,0,0,No late,Shipping on time
30733,Same Day,3/24/2016,3/25/2016,0,1,Late,Late delivery
29054,Same Day,2/29/2016,2/29/2016,0,0,No late,Shipping on time
73972,Same Day,12/15/2017,12/16/2017,0,1,Late,Late delivery
51011,Same Day,1/14/2017,1/15/2017,0,1,Late,Late delivery
27234,Same Day,2/2/2016,2/3/2016,0,1,Late,Late delivery
30428,Same Day,3/20/2016,3/20/2016,0,0,No late,Shipping on time
23773,Same Day,12/14/2015,12/14/2015,0,0,No late,Shipping on time
21171,Same Day,11/6/2015,11/6/2015,0,0,No late,Shipping on time
26883,Same Day,1/28/2016,1/28/2016,0,0,No late,Shipping on time
22420,Same Day,11/24/2015,11/24/2015,0,0,No late,Shipping on time
73730,Same Day,12/12/2017,12/12/2017,0,0,No late,Shipping on time
74105,Same Day,12/17/2017,12/18/2017,0,1,Late,Late delivery
73745,Same Day,12/12/2017,12/12/2017,0,0,No late,Shipping on time
49712,Same Day,12/26/2016,12/27/2016,0,1,Late,Late delivery
25469,Same Day,1/7/2016,1/8/2016,0,1,Late,Late delivery
22445,Same Day,11/24/2015,11/25/2015,0,1,Late,Late delivery
24046,Same Day,12/18/2015,12/18/2015,0,0,No late,Shipping on time
24741,Same Day,12/28/2015,12/28/2015,0,0,No late,Shipping on time
25993,Same Day,1/15/2016,1/15/2016,0,0,No late,Shipping on time
25166,Same Day,1/3/2016,1/3/2016,0,0,No late,Shipping on time
51039,Same Day,1/15/2017,1/15/2017,0,0,No late,Shipping on time
26569,Same Day,1/23/2016,1/24/2016,0,1,Late,Late delivery
20433,Same Day,10/26/2015,10/26/2015,0,0,No late,Shipping on time
24133,Same Day,12/19/2015,12/19/2015,0,0,No late,Shipping on time
74000,Same Day,12/16/2017,12/16/2017,0,0,No late,Shipping on time
73979,Same Day,12/15/2017,12/16/2017,0,1,Late,Late delivery
71715,Same Day,11/12/2017,11/13/2017,0,1,Late,Late delivery
24383,Same Day,12/22/2015,12/23/2015,0,1,Late,Late delivery
41933,Same Day,9/4/2016,9/4/2016,0,0,No late,Shipping on time
73926,Same Day,12/15/2017,12/15/2017,0,0,No late,Shipping on time
73925,Same Day,12/15/2017,12/15/2017,0,0,No late,Shipping on time
28517,Same Day,2/21/2016,2/21/2016,0,0,No late,Shipping on time
31038,Same Day,3/29/2016,3/29/2016,0,0,No late,Shipping on time
36020,Same Day,6/9/2016,6/10/2016,0,1,Late,Late delivery
35550,Same Day,6/2/2016,6/3/2016,0,1,Late,Late delivery
33304,Same Day,5/1/2016,5/1/2016,0,0,No late,Shipping on time
34068,Same Day,5/12/2016,5/12/2016,0,0,No late,Shipping on time
41031,Same Day,8/21/2016,8/22/2016,0,1,Late,Late delivery
39442,Same Day,7/29/2016,7/30/2016,0,1,Late,Late delivery
32550,Same Day,4/20/2016,4/20/2016,0,0,No late,Shipping on time
33033,Same Day,4/27/2016,4/27/2016,0,0,No late,Shipping on time
35423,Same Day,6/1/2016,6/1/2016,0,0,No late,Shipping on time
37365,Same Day,6/29/2016,6/29/2016,0,0,No late,Shipping on time
38249,Same Day,7/12/2016,7/12/2016,0,0,No late,Shipping on time
39592,Same Day,7/31/2016,8/1/2016,0,1,Late,Late delivery
41266,Same Day,8/25/2016,8/25/2016,0,0,No late,Shipping on time
33922,Same Day,5/10/2016,5/10/2016,0,0,No late,Shipping on time
35551,Same Day,6/2/2016,6/3/2016,0,1,Late,Late delivery
35771,Same Day,6/6/2016,6/6/2016,0,0,No late,Shipping on time
50300,Same Day,1/4/2017,1/4/2017,0,0,No late,Shipping on time
36806,Same Day,6/21/2016,6/21/2016,0,0,No late,Shipping on time
41189,Same Day,8/24/2016,8/24/2016,0,0,No late,Shipping on time
44125,Same Day,10/6/2016,10/6/2016,0,0,No late,Shipping on time
63747,Same Day,7/19/2017,7/20/2017,0,1,Late,Late delivery
68488,Same Day,9/26/2017,9/27/2017,0,1,Late,Late delivery
10808,Same Day,6/7/2015,6/8/2015,0,1,Late,Late delivery
62395,Same Day,6/29/2017,6/30/2017,0,1,Late,Late delivery
45312,Same Day,10/23/2016,10/23/2016,0,0,No late,Shipping on time
15723,Same Day,8/18/2015,8/19/2015,0,1,Late,Late delivery
4019,Same Day,2/28/2015,3/1/2015,0,1,Late,Late delivery
923,Same Day,1/14/2015,1/14/2015,0,0,No late,Shipping on time
7857,Same Day,4/25/2015,4/26/2015,0,1,Late,Late delivery
61569,Same Day,6/17/2017,6/18/2017,0,1,Late,Late delivery
9736,Same Day,5/23/2015,5/23/2015,0,0,No late,Shipping on time
53589,Same Day,2/21/2017,2/21/2017,0,0,No late,Shipping on time
5335,Same Day,3/19/2015,3/20/2015,0,1,Late,Late delivery
57904,Same Day,4/25/2017,4/25/2017,0,0,No late,Shipping on time
43520,Same Day,9/27/2016,9/27/2016,0,0,No late,Shipping on time
24030,Same Day,12/17/2015,12/18/2015,0,1,Late,Late delivery
21746,Same Day,11/14/2015,11/14/2015,0,0,No late,Shipping on time
26367,Same Day,1/20/2016,1/21/2016,0,1,Late,Late delivery
43763,Same Day,9/30/2016,10/1/2016,0,1,Late,Late delivery
26179,Same Day,1/18/2016,1/18/2016,0,0,No late,Shipping on time
26145,Same Day,1/17/2016,1/18/2016,0,1,Late,Late delivery
35632,Same Day,6/4/2016,6/4/2016,0,0,No late,Shipping on time
36022,Same Day,6/9/2016,6/10/2016,0,1,Late,Late delivery
45271,Same Day,10/22/2016,10/23/2016,0,1,Late,Late delivery
53985,Same Day,2/27/2017,2/27/2017,0,0,No late,Shipping on time
51929,Same Day,1/28/2017,1/28/2017,0,0,No late,Shipping on time
30131,Same Day,3/15/2016,3/16/2016,0,1,Late,Late delivery
30504,Same Day,3/21/2016,3/21/2016,0,0,No late,Shipping on time
26571,Same Day,1/23/2016,1/24/2016,0,1,Late,Late delivery
27564,Same Day,2/7/2016,2/7/2016,0,0,No late,Shipping on time
44061,Same Day,10/5/2016,10/5/2016,0,0,No late,Shipping on time
39213,Same Day,7/26/2016,7/26/2016,0,0,No late,Shipping on time
36438,Same Day,6/15/2016,6/16/2016,0,1,Late,Late delivery
46797,Same Day,11/14/2016,11/14/2016,0,0,No late,Shipping on time
66462,Same Day,8/28/2017,8/28/2017,0,0,No late,Shipping on time
63484,Same Day,7/15/2017,7/16/2017,0,1,Late,Late delivery
4753,Same Day,3/11/2015,3/11/2015,0,0,No late,Shipping on time
9069,Same Day,5/13/2015,5/13/2015,0,0,No late,Shipping on time
59580,Same Day,5/19/2017,5/20/2017,0,1,Late,Late delivery
6592,Same Day,4/7/2015,4/7/2015,0,0,No late,Shipping on time
7329,Same Day,4/17/2015,4/18/2015,0,1,Late,Late delivery
55320,Same Day,3/18/2017,3/19/2017,0,1,Late,Late delivery
29142,Same Day,3/1/2016,3/1/2016,0,0,No late,Shipping on time
2870,Same Day,2/11/2015,2/12/2015,0,1,Late,Late delivery
59036,Same Day,5/11/2017,5/12/2017,0,1,Late,Late delivery
21286,Same Day,11/7/2015,11/8/2015,0,1,Late,Late delivery
25429,Same Day,1/7/2016,1/7/2016,0,0,No late,Shipping on time
37262,Same Day,6/27/2016,6/28/2016,0,1,Late,Late delivery
48276,Second Class,12/5/2016,12/7/2016,2,2,No late,Shipping on time
46707,Second Class,11/12/2016,11/15/2016,2,3,Late,Late delivery
48032,Second Class,12/2/2016,12/5/2016,2,3,Late,Late delivery
47170,Second Class,11/19/2016,11/25/2016,2,6,Late,Late delivery
49421,Second Class,12/22/2016,12/24/2016,2,2,No late,Shipping on time
42570,Second Class,9/13/2016,9/19/2016,2,6,Late,Late delivery
48731,Second Class,12/12/2016,12/14/2016,2,2,No late,Shipping on time
49651,Second Class,12/25/2016,12/27/2016,2,2,No late,Shipping on time
49620,Second Class,12/25/2016,12/31/2016,2,6,Late,Late delivery
45778,Second Class,10/30/2016,11/3/2016,2,4,Late,Late delivery
42602,Second Class,9/13/2016,9/16/2016,2,3,Late,Late delivery
48832,Second Class,12/13/2016,12/16/2016,2,3,Late,Late delivery
44894,Second Class,10/17/2016,10/22/2016,2,5,Late,Late delivery
49824,Second Class,12/28/2016,1/2/2017,2,5,Late,Late delivery
44988,Second Class,10/18/2016,10/22/2016,2,4,Late,Late delivery
45108,Second Class,10/20/2016,10/24/2016,2,4,Late,Late delivery
46605,Second Class,11/11/2016,11/17/2016,2,6,Late,Late delivery
50462,Second Class,1/6/2017,1/9/2017,2,3,Late,Late delivery
50826,Second Class,1/11/2017,1/13/2017,2,2,No late,Shipping on time
42371,Second Class,9/10/2016,9/12/2016,2,2,No late,Shipping on time
41292,Second Class,8/25/2016,8/28/2016,2,3,Late,Late delivery
48740,Second Class,12/12/2016,12/18/2016,2,6,Late,Late delivery
48805,Second Class,12/13/2016,12/19/2016,2,6,Late,Late delivery
45661,Second Class,10/28/2016,10/30/2016,2,2,No late,Shipping on time
49617,Second Class,12/25/2016,12/28/2016,2,3,Late,Late delivery
44999,Second Class,10/18/2016,10/23/2016,2,5,Late,Late delivery
47857,Second Class,11/29/2016,12/2/2016,2,3,Late,Late delivery
44146,Second Class,10/6/2016,10/8/2016,2,2,No late,Shipping on time
47772,Second Class,11/28/2016,12/1/2016,2,3,Late,Late delivery
43347,Second Class,9/24/2016,9/27/2016,2,3,Late,Late delivery
69556,Second Class,10/12/2017,10/14/2017,2,2,No late,Shipping on time
69609,Second Class,10/13/2017,10/18/2017,2,5,Late,Late delivery
69483,Second Class,10/11/2017,10/15/2017,2,4,Late,Late delivery
69608,Second Class,10/13/2017,10/17/2017,2,4,Late,Late delivery
71069,Second Class,11/3/2017,11/8/2017,2,5,Late,Late delivery
70802,Second Class,10/30/2017,11/2/2017,2,3,Late,Late delivery
70940,Second Class,11/1/2017,11/7/2017,2,6,Late,Late delivery
69422,Second Class,10/10/2017,10/13/2017,2,3,Late,Late delivery
70545,Second Class,10/26/2017,11/1/2017,2,6,Late,Late delivery
69435,Second Class,10/10/2017,10/16/2017,2,6,Late,Late delivery
69417,Second Class,10/10/2017,10/13/2017,2,3,Late,Late delivery
66198,Second Class,8/24/2017,8/28/2017,2,4,Late,Late delivery
67565,Second Class,9/13/2017,9/19/2017,2,6,Late,Late delivery
62825,Second Class,7/6/2017,7/12/2017,2,6,Late,Late delivery
64056,Second Class,7/24/2017,7/26/2017,2,2,No late,Shipping on time
68083,Second Class,9/20/2017,9/24/2017,2,4,Late,Late delivery
68821,Second Class,10/1/2017,10/3/2017,2,2,No late,Shipping on time
16552,Second Class,8/30/2015,9/2/2015,2,3,Late,Late delivery
18453,Second Class,9/27/2015,10/1/2015,2,4,Late,Late delivery
44923,Second Class,10/17/2016,10/21/2016,2,4,Late,Late delivery
11298,Second Class,6/14/2015,6/18/2015,2,4,Late,Late delivery
44651,Second Class,10/13/2016,10/15/2016,2,2,No late,Shipping on time
68472,Second Class,9/26/2017,9/29/2017,2,3,Late,Late delivery
61680,Second Class,6/19/2017,6/25/2017,2,6,Late,Late delivery
11569,Second Class,6/18/2015,6/23/2015,2,5,Late,Late delivery
15062,Second Class,8/8/2015,8/11/2015,2,3,Late,Late delivery
62706,Second Class,7/4/2017,7/6/2017,2,2,No late,Shipping on time
10305,Second Class,5/31/2015,6/6/2015,2,6,Late,Late delivery
67776,Second Class,9/16/2017,9/18/2017,2,2,No late,Shipping on time
51225,Second Class,1/17/2017,1/23/2017,2,6,Late,Late delivery
14538,Second Class,8/1/2015,8/5/2015,2,4,Late,Late delivery
10298,Second Class,5/31/2015,6/4/2015,2,4,Late,Late delivery
70055,Second Class,10/19/2017,10/25/2017,2,6,Late,Late delivery
16857,Second Class,9/4/2015,9/7/2015,2,3,Late,Late delivery
44434,Second Class,10/10/2016,10/15/2016,2,5,Late,Late delivery
64363,Second Class,7/28/2017,8/1/2017,2,4,Late,Late delivery
71234,Second Class,11/5/2017,11/10/2017,2,5,Late,Late delivery
66380,Second Class,8/26/2017,9/1/2017,2,6,Late,Late delivery
68604,Second Class,9/28/2017,10/3/2017,2,5,Late,Late delivery
46544,Second Class,11/10/2016,11/15/2016,2,5,Late,Late delivery
42283,Second Class,9/9/2016,9/13/2016,2,4,Late,Late delivery
62534,Second Class,7/1/2017,7/6/2017,2,5,Late,Late delivery
70215,Second Class,10/21/2017,10/27/2017,2,6,Late,Late delivery
17476,Second Class,9/13/2015,9/15/2015,2,2,No late,Shipping on time
71233,Second Class,11/5/2017,11/9/2017,2,4,Late,Late delivery
63691,Second Class,7/18/2017,7/20/2017,2,2,No late,Shipping on time
66775,Second Class,9/1/2017,9/7/2017,2,6,Late,Late delivery
64698,Second Class,8/2/2017,8/6/2017,2,4,Late,Late delivery
17022,Second Class,9/6/2015,9/9/2015,2,3,Late,Late delivery
14936,Second Class,8/7/2015,8/9/2015,2,2,No late,Shipping on time
18572,Second Class,9/29/2015,10/2/2015,2,3,Late,Late delivery
15844,Second Class,8/20/2015,8/25/2015,2,5,Late,Late delivery
10769,Second Class,6/7/2015,6/12/2015,2,5,Late,Late delivery
66374,Second Class,8/26/2017,8/31/2017,2,5,Late,Late delivery
18761,Second Class,10/1/2015,10/3/2015,2,2,No late,Shipping on time
69204,Second Class,10/7/2017,10/12/2017,2,5,Late,Late delivery
15683,Second Class,8/17/2015,8/21/2015,2,4,Late,Late delivery
49799,Second Class,12/27/2016,1/1/2017,2,5,Late,Late delivery
17998,Second Class,9/20/2015,9/24/2015,2,4,Late,Late delivery
15036,Second Class,8/8/2015,8/10/2015,2,2,No late,Shipping on time
62975,Second Class,7/8/2017,7/14/2017,2,6,Late,Late delivery
13902,Second Class,7/22/2015,7/25/2015,2,3,Late,Late delivery
11908,Second Class,6/23/2015,6/27/2015,2,4,Late,Late delivery
66848,Second Class,9/2/2017,9/6/2017,2,4,Late,Late delivery
49797,Second Class,12/27/2016,12/30/2016,2,3,Late,Late delivery
16381,Second Class,8/28/2015,8/30/2015,2,2,No late,Shipping on time
19316,Second Class,10/9/2015,10/11/2015,2,2,No late,Shipping on time
63052,Second Class,7/9/2017,7/12/2017,2,3,Late,Late delivery
68589,Second Class,9/28/2017,10/3/2017,2,5,Late,Late delivery
15921,Second Class,8/21/2015,8/23/2015,2,2,No late,Shipping on time
67714,Second Class,9/15/2017,9/20/2017,2,5,Late,Late delivery
13733,Second Class,7/20/2015,7/24/2015,2,4,Late,Late delivery
63537,Second Class,7/16/2017,7/19/2017,2,3,Late,Late delivery
15133,Second Class,8/9/2015,8/13/2015,2,4,Late,Late delivery
70264,Second Class,10/22/2017,10/27/2017,2,5,Late,Late delivery
65849,Second Class,8/19/2017,8/24/2017,2,5,Late,Late delivery
19635,Second Class,10/14/2015,10/20/2015,2,6,Late,Late delivery
62292,Second Class,6/28/2017,7/1/2017,2,3,Late,Late delivery
20293,Second Class,10/24/2015,10/28/2015,2,4,Late,Late delivery
16304,Second Class,8/26/2015,8/31/2015,2,5,Late,Late delivery
66839,Second Class,9/2/2017,9/7/2017,2,5,Late,Late delivery
44887,Second Class,10/17/2016,10/20/2016,2,3,Late,Late delivery
49943,Second Class,12/30/2016,1/3/2017,2,4,Late,Late delivery
18638,Second Class,9/30/2015,10/4/2015,2,4,Late,Late delivery
18391,Second Class,9/26/2015,9/28/2015,2,2,No late,Shipping on time
46742,Second Class,11/13/2016,11/16/2016,2,3,Late,Late delivery
64839,Second Class,8/4/2017,8/9/2017,2,5,Late,Late delivery
15535,Second Class,8/15/2015,8/21/2015,2,6,Late,Late delivery
62913,Second Class,7/7/2017,7/11/2017,2,4,Late,Late delivery
65553,Second Class,8/14/2017,8/18/2017,2,4,Late,Late delivery
63302,Second Class,7/13/2017,7/16/2017,2,3,Late,Late delivery
15248,Second Class,8/11/2015,8/15/2015,2,4,Late,Late delivery
15051,Second Class,8/8/2015,8/10/2015,2,2,No late,Shipping on time
11297,Second Class,6/14/2015,6/17/2015,2,3,Late,Late delivery
49879,Second Class,12/29/2016,1/3/2017,2,5,Late,Late delivery
15313,Second Class,8/12/2015,8/16/2015,2,4,Late,Late delivery
10370,Second Class,6/1/2015,6/7/2015,2,6,Late,Late delivery
64035,Second Class,7/23/2017,7/29/2017,2,6,Late,Late delivery
14162,Second Class,7/26/2015,7/29/2015,2,3,Late,Late delivery
15770,Second Class,8/19/2015,8/25/2015,2,6,Late,Late delivery
12523,Second Class,7/2/2015,7/6/2015,2,4,Late,Late delivery
47198,Second Class,11/19/2016,11/23/2016,2,4,Late,Late delivery
12572,Second Class,7/3/2015,7/6/2015,2,3,Late,Late delivery
67938,Second Class,9/18/2017,9/22/2017,2,4,Late,Late delivery
14842,Second Class,8/5/2015,8/8/2015,2,3,Late,Late delivery
64135,Second Class,7/25/2017,7/31/2017,2,6,Late,Late delivery
70129,Second Class,10/20/2017,10/25/2017,2,5,Late,Late delivery
11290,Second Class,6/14/2015,6/20/2015,2,6,Late,Late delivery
15678,Second Class,8/17/2015,8/21/2015,2,4,Late,Late delivery
46054,Second Class,11/3/2016,11/8/2016,2,5,Late,Late delivery
14643,Second Class,8/2/2015,8/6/2015,2,4,Late,Late delivery
12633,Second Class,7/4/2015,7/8/2015,2,4,Late,Late delivery
18747,Second Class,10/1/2015,10/4/2015,2,3,Late,Late delivery
12622,Second Class,7/4/2015,7/7/2015,2,3,Late,Late delivery
66513,Second Class,8/28/2017,9/1/2017,2,4,Late,Late delivery
11259,Second Class,6/14/2015,6/19/2015,2,5,Late,Late delivery
63971,Second Class,7/22/2017,7/24/2017,2,2,No late,Shipping on time
14879,Second Class,8/6/2015,8/11/2015,2,5,Late,Late delivery
15303,Second Class,8/12/2015,8/16/2015,2,4,Late,Late delivery
17203,Second Class,9/9/2015,9/13/2015,2,4,Late,Late delivery
47656,Second Class,11/26/2016,11/28/2016,2,2,No late,Shipping on time
65992,Second Class,8/21/2017,8/24/2017,2,3,Late,Late delivery
13137,Second Class,7/11/2015,7/14/2015,2,3,Late,Late delivery
49470,Second Class,12/23/2016,12/29/2016,2,6,Late,Late delivery
16538,Second Class,8/30/2015,9/3/2015,2,4,Late,Late delivery
63021,Second Class,7/8/2017,7/10/2017,2,2,No late,Shipping on time
63898,Second Class,7/21/2017,7/25/2017,2,4,Late,Late delivery
18540,Second Class,9/28/2015,10/4/2015,2,6,Late,Late delivery
12259,Second Class,6/28/2015,7/3/2015,2,5,Late,Late delivery
43231,Second Class,9/23/2016,9/25/2016,2,2,No late,Shipping on time
12814,Second Class,7/7/2015,7/12/2015,2,5,Late,Late delivery
65720,Second Class,8/17/2017,8/23/2017,2,6,Late,Late delivery
11706,Second Class,6/20/2015,6/22/2015,2,2,No late,Shipping on time
18394,Second Class,9/26/2015,10/1/2015,2,5,Late,Late delivery
12751,Second Class,7/6/2015,7/8/2015,2,2,No late,Shipping on time
19587,Second Class,10/13/2015,10/16/2015,2,3,Late,Late delivery
42160,Second Class,9/7/2016,9/13/2016,2,6,Late,Late delivery
18115,Second Class,9/22/2015,9/28/2015,2,6,Late,Late delivery
13085,Second Class,7/10/2015,7/16/2015,2,6,Late,Late delivery
11394,Second Class,6/16/2015,6/21/2015,2,5,Late,Late delivery
15798,Second Class,8/19/2015,8/23/2015,2,4,Late,Late delivery
13802,Second Class,7/21/2015,7/24/2015,2,3,Late,Late delivery
67741,Second Class,9/15/2017,9/17/2017,2,2,No late,Shipping on time
64060,Second Class,7/24/2017,7/30/2017,2,6,Late,Late delivery
65860,Second Class,8/19/2017,8/25/2017,2,6,Late,Late delivery
65137,Second Class,8/8/2017,8/11/2017,2,3,Late,Late delivery
14004,Second Class,7/24/2015,7/29/2015,2,5,Late,Late delivery
18636,Second Class,9/30/2015,10/2/2015,2,2,No late,Shipping on time
11516,Second Class,6/18/2015,6/20/2015,2,2,No late,Shipping on time
64523,Second Class,7/30/2017,8/3/2017,2,4,Late,Late delivery
19085,Second Class,10/6/2015,10/12/2015,2,6,Late,Late delivery
12658,Second Class,7/4/2015,7/8/2015,2,4,Late,Late delivery
64416,Second Class,7/29/2017,7/31/2017,2,2,No late,Shipping on time
18976,Second Class,10/4/2015,10/6/2015,2,2,No late,Shipping on time
16065,Second Class,8/23/2015,8/29/2015,2,6,Late,Late delivery
15270,Second Class,8/11/2015,8/17/2015,2,6,Late,Late delivery
65447,Second Class,8/13/2017,8/16/2017,2,3,Late,Late delivery
13602,Second Class,7/18/2015,7/21/2015,2,3,Late,Late delivery
66674,Second Class,8/31/2017,9/5/2017,2,5,Late,Late delivery
10602,Second Class,6/4/2015,6/7/2015,2,3,Late,Late delivery
13666,Second Class,7/19/2015,7/21/2015,2,2,No late,Shipping on time
69042,Second Class,10/4/2017,10/7/2017,2,3,Late,Late delivery
69141,Second Class,10/6/2017,10/8/2017,2,2,No late,Shipping on time
69102,Second Class,10/5/2017,10/8/2017,2,3,Late,Late delivery
68886,Second Class,10/2/2017,10/4/2017,2,2,No late,Shipping on time
69400,Second Class,10/10/2017,10/16/2017,2,6,Late,Late delivery
71565,Second Class,11/10/2017,11/16/2017,2,6,Late,Late delivery
71542,Second Class,11/10/2017,11/13/2017,2,3,Late,Late delivery
69391,Second Class,10/9/2017,10/11/2017,2,2,No late,Shipping on time
71536,Second Class,11/10/2017,11/12/2017,2,2,No late,Shipping on time
70751,Second Class,10/29/2017,10/31/2017,2,2,No late,Shipping on time
13053,Second Class,7/10/2015,7/14/2015,2,4,Late,Late delivery
65935,Second Class,8/20/2017,8/26/2017,2,6,Late,Late delivery
16389,Second Class,8/28/2015,9/2/2015,2,5,Late,Late delivery
68180,Second Class,9/22/2017,9/28/2017,2,6,Late,Late delivery
66414,Second Class,8/27/2017,9/1/2017,2,5,Late,Late delivery
15641,Second Class,8/17/2015,8/19/2015,2,2,No late,Shipping on time
17461,Second Class,9/12/2015,9/14/2015,2,2,No late,Shipping on time
50810,Second Class,1/11/2017,1/17/2017,2,6,Late,Late delivery
50807,Second Class,1/11/2017,1/14/2017,2,3,Late,Late delivery
63000,Second Class,7/8/2017,7/14/2017,2,6,Late,Late delivery
61987,Second Class,6/23/2017,6/26/2017,2,3,Late,Late delivery
62980,Second Class,7/8/2017,7/14/2017,2,6,Late,Late delivery
69203,Second Class,10/7/2017,10/11/2017,2,4,Late,Late delivery
13793,Second Class,7/21/2015,7/25/2015,2,4,Late,Late delivery
62570,Second Class,7/2/2017,7/8/2017,2,6,Late,Late delivery
14671,Second Class,8/3/2015,8/5/2015,2,2,No late,Shipping on time
20130,Second Class,10/21/2015,10/27/2015,2,6,Late,Late delivery
47018,Second Class,11/17/2016,11/21/2016,2,4,Late,Late delivery
14964,Second Class,8/7/2015,8/12/2015,2,5,Late,Late delivery
16625,Second Class,8/31/2015,9/6/2015,2,6,Late,Late delivery
63328,Second Class,7/13/2017,7/17/2017,2,4,Late,Late delivery
46371,Second Class,11/7/2016,11/9/2016,2,2,No late,Shipping on time
65508,Second Class,8/14/2017,8/18/2017,2,4,Late,Late delivery
17807,Second Class,9/17/2015,9/20/2015,2,3,Late,Late delivery
46977,Second Class,11/16/2016,11/19/2016,2,3,Late,Late delivery
