Shop_Id,Shop_City,Shop_State,Shop_Region,Shop_Country,Market
2594,Gaziemir,Izmir,West Asia,Turquía,Pacific Asia
2618,Polatli,Ankara,West Asia,Turquía,Pacific Asia
2619,Alanya,Antalya,West Asia,Turquía,Pacific Asia
2745,Manisa,Manisa,West Asia,Turquía,Pacific Asia
2770,Samsun,Samsun,West Asia,Turquía,Pacific Asia
2815,Nevsehir,Nevsehir,West Asia,Turquía,Pacific Asia
2830,Tekirdag,Tekirdag,West Asia,Turquía,Pacific Asia
2866,Iskenderun,Hatay,West Asia,Turquía,Pacific Asia
2870,Trebisonda,Trebisonda,West Asia,Turquía,Pacific Asia
2883,Kocaeli,Kocaeli,West Asia,Turquía,Pacific Asia
2908,Kars,Kars,West Asia,Turquía,Pacific Asia
2910,Aksaray,Aksaray,West Asia,Turquía,Pacific Asia
2928,Silivri,Estambul,West Asia,Turquía,Pacific Asia
2963,Malatya,Malatya,West Asia,Turquía,Pacific Asia
3012,Adiyaman,Adiyaman,West Asia,Turquía,Pacific Asia
3051,Afyon,Afyonkarahisar,West Asia,Turquía,Pacific Asia
3053,Tarsus,Mersin,West Asia,Turquía,Pacific Asia
3054,Diyarbakir,Diyarbakir,West Asia,Turquía,Pacific Asia
3063,Çanakkale,Çanakkale,West Asia,Turquía,Pacific Asia
3177,Aydin,Aydin,West Asia,Turquía,Pacific Asia
3237,Igdir,Igdir,West Asia,Turquía,Pacific Asia
3245,Inegol,Bursa,West Asia,Turquía,Pacific Asia
3250,Karliova,Bingöl,West Asia,Turquía,Pacific Asia
3280,Torbali,Izmir,West Asia,Turquía,Pacific Asia
3303,Silopi,Sirnak,West Asia,Turquía,Pacific Asia
3315,Bolu,Bolu,West Asia,Turquía,Pacific Asia
3322,Buca,Izmir,West Asia,Turquía,Pacific Asia
3331,Kiziltepe,Mardin,West Asia,Turquía,Pacific Asia
3342,Umraniye,Estambul,West Asia,Turquía,Pacific Asia
3347,Isparta,Isparta,West Asia,Turquía,Pacific Asia
3348,Rize,Rize,West Asia,Turquía,Pacific Asia
3362,Tokat,Tokat,West Asia,Turquía,Pacific Asia
3364,Usak,Usak,West Asia,Turquía,Pacific Asia
3428,Ordu,Ordu,West Asia,Turquía,Pacific Asia
3459,Bingöl,Bingöl,West Asia,Turquía,Pacific Asia
3471,Karaman,Karaman,West Asia,Turquía,Pacific Asia
3479,Cubuk,Ankara,West Asia,Turquía,Pacific Asia
3504,Buyukcekmece,Estambul,West Asia,Turquía,Pacific Asia
3507,Midyat,Mardin,West Asia,Turquía,Pacific Asia
3544,Bafra,Samsun,West Asia,Turquía,Pacific Asia
3562,Duzce,Düzce,West Asia,Turquía,Pacific Asia
1,Mirzapur,Uttar Pradesh,South Asia,India,Pacific Asia
7,Raipur,Rajastán,South Asia,India,Pacific Asia
151,Kanpur,Uttar Pradesh,South Asia,India,Pacific Asia
161,Ulhasnagar,Maharashtra,South Asia,India,Pacific Asia
171,Ajmer,Rajastán,South Asia,India,Pacific Asia
173,Vadodara,Guyarat,South Asia,India,Pacific Asia
248,Aurangabad,Bihar,South Asia,India,Pacific Asia
358,Hyderabad,Telangana,South Asia,India,Pacific Asia
368,Jaipur,Rajastán,South Asia,India,Pacific Asia
435,Vijayawada,Andhra Pradesh,South Asia,India,Pacific Asia
436,Bangalore,Karnataka,South Asia,India,Pacific Asia
440,Thane,Maharashtra,South Asia,India,Pacific Asia
441,Mumbai,Maharashtra,South Asia,India,Pacific Asia
442,Durgapur,Bengala Occidental,South Asia,India,Pacific Asia
446,Bhavnagar,Guyarat,South Asia,India,Pacific Asia
458,Mangalore,Karnataka,South Asia,India,Pacific Asia
525,Ranchi,Jharkhand,South Asia,India,Pacific Asia
530,Durg,Chhattisgarh,South Asia,India,Pacific Asia
549,Belgaum,Karnataka,South Asia,India,Pacific Asia
552,Gorakhpur,Haryana,South Asia,India,Pacific Asia
560,Patna,Bihar,South Asia,India,Pacific Asia
561,Faridabad,Haryana,South Asia,India,Pacific Asia
564,Hubli,Karnataka,South Asia,India,Pacific Asia
566,Madurai,Tamil Nadu,South Asia,India,Pacific Asia
571,Fatehpur,Rajastán,South Asia,India,Pacific Asia
586,Ichalkaranji,Maharashtra,South Asia,India,Pacific Asia
588,Kota,Rajastán,South Asia,India,Pacific Asia
794,Guwahati,Assam,South Asia,India,Pacific Asia
805,Gwalior,Madhya Pradesh,South Asia,India,Pacific Asia
816,Visakhapatnam,Andhra Pradesh,South Asia,India,Pacific Asia
817,Kollam,Kerala,South Asia,India,Pacific Asia
822,Nellore,Andhra Pradesh,South Asia,India,Pacific Asia
926,Chennai,Tamil Nadu,South Asia,India,Pacific Asia
936,Delhi,Delhi,South Asia,India,Pacific Asia
938,Bokaro,Jharkhand,South Asia,India,Pacific Asia
940,Malegaon,Maharashtra,South Asia,India,Pacific Asia
946,Thiruvananthapuram,Kerala,South Asia,India,Pacific Asia
952,Agra,Uttar Pradesh,South Asia,India,Pacific Asia
1027,Rohtak,Haryana,South Asia,India,Pacific Asia
1085,Moradabad,Uttar Pradesh,South Asia,India,Pacific Asia
1086,Nagpur,Maharashtra,South Asia,India,Pacific Asia
1087,Nagercoil,Tamil Nadu,South Asia,India,Pacific Asia
1088,Solapur,Maharashtra,South Asia,India,Pacific Asia
1091,Kulti,Bengala Occidental,South Asia,India,Pacific Asia
1092,Imphal,Manipur,South Asia,India,Pacific Asia
1209,Surat,Guyarat,South Asia,India,Pacific Asia
1211,Bhatpara,Bengala Occidental,South Asia,India,Pacific Asia
1214,Parbhani,Maharashtra,South Asia,India,Pacific Asia
1220,Bhubaneswar,Odisha,South Asia,India,Pacific Asia
1222,Bhatinda,Punyab,South Asia,India,Pacific Asia
1276,Varanasi,Uttar Pradesh,South Asia,India,Pacific Asia
1277,Dewas,Madhya Pradesh,South Asia,India,Pacific Asia
1278,Amritsar,Punyab,South Asia,India,Pacific Asia
1281,Kakinada,Andhra Pradesh,South Asia,India,Pacific Asia
1283,Korba,Chhattisgarh,South Asia,India,Pacific Asia
1296,Pune,Maharashtra,South Asia,India,Pacific Asia
1316,Bijapur,Karnataka,South Asia,India,Pacific Asia
1328,Kukatpalli,Telangana,South Asia,India,Pacific Asia
1335,Bhilai,Chhattisgarh,South Asia,India,Pacific Asia
1341,Warangal,Telangana,South Asia,India,Pacific Asia
1342,Tiruchchirappalli,Tamil Nadu,South Asia,India,Pacific Asia
1348,Bihar Sharif,Bihar,South Asia,India,Pacific Asia
1354,Meerut,Uttar Pradesh,South Asia,India,Pacific Asia
1442,Jabalpur,Madhya Pradesh,South Asia,India,Pacific Asia
1456,Ludhiana,Punyab,South Asia,India,Pacific Asia
1464,Firozabad,Uttar Pradesh,South Asia,India,Pacific Asia
1467,Kozhikode,Kerala,South Asia,India,Pacific Asia
1470,Kalyan,Maharashtra,South Asia,India,Pacific Asia
1506,Kochi,Kerala,South Asia,India,Pacific Asia
1511,Lucknow,Uttar Pradesh,South Asia,India,Pacific Asia
1517,Mysore,Karnataka,South Asia,India,Pacific Asia
1519,Kolhapur,Maharashtra,South Asia,India,Pacific Asia
1522,Bikaner,Rajastán,South Asia,India,Pacific Asia
1554,Pimpri,Maharashtra,South Asia,India,Pacific Asia
1607,Ganganagar,Rajastán,South Asia,India,Pacific Asia
1608,Panihati,Bengala Occidental,South Asia,India,Pacific Asia
1611,Srinagar,Jammu y Cachemira,South Asia,India,Pacific Asia
1613,Tiruppur,Tamil Nadu,South Asia,India,Pacific Asia
1614,Saharanpur,Uttar Pradesh,South Asia,India,Pacific Asia
1616,Bellary,Karnataka,South Asia,India,Pacific Asia
1625,Jodhpur,Rajastán,South Asia,India,Pacific Asia
1628,Jamnagar,Guyarat,South Asia,India,Pacific Asia
1634,Dhule,Maharashtra,South Asia,India,Pacific Asia
1660,Aligarh,Uttar Pradesh,South Asia,India,Pacific Asia
1673,Mathura,Uttar Pradesh,South Asia,India,Pacific Asia
1674,Amravati,Maharashtra,South Asia,India,Pacific Asia
1675,Ujjain,Madhya Pradesh,South Asia,India,Pacific Asia
1676,Chandigarh,Chandigarh,South Asia,India,Pacific Asia
1691,Bareilly,Uttar Pradesh,South Asia,India,Pacific Asia
1732,Allahabad,Uttar Pradesh,South Asia,India,Pacific Asia
1761,Nasik,Maharashtra,South Asia,India,Pacific Asia
1811,Karnal,Haryana,South Asia,India,Pacific Asia
1813,Hapur,Uttar Pradesh,South Asia,India,Pacific Asia
1819,Jammu,Jammu y Cachemira,South Asia,India,Pacific Asia
1820,Darbhanga,Bihar,South Asia,India,Pacific Asia
1932,Bhopal,Madhya Pradesh,South Asia,India,Pacific Asia
1933,Sangli,Maharashtra,South Asia,India,Pacific Asia
1934,Bhiwandi,Maharashtra,South Asia,India,Pacific Asia
1937,Ambattur,Tamil Nadu,South Asia,India,Pacific Asia
1949,Guntur,Andhra Pradesh,South Asia,India,Pacific Asia
1959,Coimbatore,Tamil Nadu,South Asia,India,Pacific Asia
2139,Indore,Madhya Pradesh,South Asia,India,Pacific Asia
2147,Patiala,Punyab,South Asia,India,Pacific Asia
2170,Puducherry,Puducherry,South Asia,India,Pacific Asia
2171,Cuttack,Odisha,South Asia,India,Pacific Asia
2271,Barasat,Bengala Occidental,South Asia,India,Pacific Asia
2303,Tirupati,Andhra Pradesh,South Asia,India,Pacific Asia
2304,Naihati,Bengala Occidental,South Asia,India,Pacific Asia
2332,Akola,Maharashtra,South Asia,India,Pacific Asia
2384,Etawah,Uttar Pradesh,South Asia,India,Pacific Asia
2441,Tirunelveli,Tamil Nadu,South Asia,India,Pacific Asia
2453,Asansol,Bengala Occidental,South Asia,India,Pacific Asia
2472,Udaipur,Tripura,South Asia,India,Pacific Asia
2489,Jhansi,Uttar Pradesh,South Asia,India,Pacific Asia
2516,Muzaffarpur,Bihar,South Asia,India,Pacific Asia
2518,Panipat,Haryana,South Asia,India,Pacific Asia
2554,Gaya,Bihar,South Asia,India,Pacific Asia
2577,Sonipat,Haryana,South Asia,India,Pacific Asia
2580,Avadi,Tamil Nadu,South Asia,India,Pacific Asia
2586,Rajkot,Guyarat,South Asia,India,Pacific Asia
2617,Jamshedpur,Jharkhand,South Asia,India,Pacific Asia
2648,Brahmapur,Odisha,South Asia,India,Pacific Asia
2666,Thanjavur,Tamil Nadu,South Asia,India,Pacific Asia
2688,Bilaspur,Uttar Pradesh,South Asia,India,Pacific Asia
2711,Ratlam,Madhya Pradesh,South Asia,India,Pacific Asia
2728,Dehra Dun,Uttarakhand,South Asia,India,Pacific Asia
2832,Kamarhati,Bengala Occidental,South Asia,India,Pacific Asia
2886,Karimnagar,Telangana,South Asia,India,Pacific Asia
2909,Satna,Madhya Pradesh,South Asia,India,Pacific Asia
2961,Nizamabad,Telangana,South Asia,India,Pacific Asia
3000,Gulbarga,Karnataka,South Asia,India,Pacific Asia
3061,Shahjahanpur,Uttar Pradesh,South Asia,India,Pacific Asia
3062,Barddhaman,Bengala Occidental,South Asia,India,Pacific Asia
3076,Baranagar,Bengala Occidental,South Asia,India,Pacific Asia
3113,Hisar,Haryana,South Asia,India,Pacific Asia
3151,Tumkur,Karnataka,South Asia,India,Pacific Asia
3185,Jalna,Maharashtra,South Asia,India,Pacific Asia
3193,Anantapur,Andhra Pradesh,South Asia,India,Pacific Asia
3234,Mau,Uttar Pradesh,South Asia,India,Pacific Asia
3440,Bhilwara,Rajastán,South Asia,India,Pacific Asia
3441,Bharatpur,Rajastán,South Asia,India,Pacific Asia
3442,Ghaziabad,Uttar Pradesh,South Asia,India,Pacific Asia
3457,Latur,Maharashtra,South Asia,India,Pacific Asia
3460,New Delhi,Delhi,South Asia,India,Pacific Asia
3540,Shimoga,Karnataka,South Asia,India,Pacific Asia
156,Shenzhen,Guangdong,Eastern Asia,China,Pacific Asia
157,Tianjin,Tianjin,Eastern Asia,China,Pacific Asia
165,Tengzhou,Shandong,Eastern Asia,China,Pacific Asia
166,Nantong,Jiangsu,Eastern Asia,China,Pacific Asia
167,Dalian,Liaoning,Eastern Asia,China,Pacific Asia
168,Lianyuan,Hunan,Eastern Asia,China,Pacific Asia
178,Xinzhou,Hubei,Eastern Asia,China,Pacific Asia
179,Mudanjiang,Heilongjiang,Eastern Asia,China,Pacific Asia
359,Jiangyan,Jiangsu,Eastern Asia,China,Pacific Asia
362,Daqing,Heilongjiang,Eastern Asia,China,Pacific Asia
369,Shulan,Jilin,Eastern Asia,China,Pacific Asia
371,Shantou,Guangdong,Eastern Asia,China,Pacific Asia
373,Yangzhou,Jiangsu,Eastern Asia,China,Pacific Asia
432,Suzhou,Anhui,Eastern Asia,China,Pacific Asia
439,Pekín,Pekín,Eastern Asia,China,Pacific Asia
452,Neijiang,Sichuan,Eastern Asia,China,Pacific Asia
453,Shanwei,Guangdong,Eastern Asia,China,Pacific Asia
462,Jixi,Heilongjiang,Eastern Asia,China,Pacific Asia
519,Guangzhou,Guangdong,Eastern Asia,China,Pacific Asia
527,Heyuan,Guangdong,Eastern Asia,China,Pacific Asia
533,Xinyi,Guangdong,Eastern Asia,China,Pacific Asia
534,Lianzhou,Guangdong,Eastern Asia,China,Pacific Asia
538,Xuzhou,Jiangsu,Eastern Asia,China,Pacific Asia
539,Wuhan,Hubei,Eastern Asia,China,Pacific Asia
545,Yuci,Shanxi,Eastern Asia,China,Pacific Asia
557,Zhuhai,Guangdong,Eastern Asia,China,Pacific Asia
563,Huangshan,Anhui,Eastern Asia,China,Pacific Asia
567,Qingdao,Shandong,Eastern Asia,China,Pacific Asia
568,Wenzhou,Zhejiang,Eastern Asia,China,Pacific Asia
569,Chengdu,Sichuan,Eastern Asia,China,Pacific Asia
570,Huadian,Jilin,Eastern Asia,China,Pacific Asia
572,Yancheng,Jiangsu,Eastern Asia,China,Pacific Asia
581,Tongchuan,Sichuan,Eastern Asia,China,Pacific Asia
795,Jinan,Shandong,Eastern Asia,China,Pacific Asia
798,Huainan,Anhui,Eastern Asia,China,Pacific Asia
799,Luoyang,Fujian,Eastern Asia,China,Pacific Asia
800,Hangzhou,Zhejiang,Eastern Asia,China,Pacific Asia
801,Huaiyin,Jiangsu,Eastern Asia,China,Pacific Asia
802,Guangshui,Hubei,Eastern Asia,China,Pacific Asia
808,Yingcheng,Hubei,Eastern Asia,China,Pacific Asia
813,Anshan,Liaoning,Eastern Asia,China,Pacific Asia
819,Zaozhuang,Shandong,Eastern Asia,China,Pacific Asia
820,Xichang,Sichuan,Eastern Asia,China,Pacific Asia
934,Xi'an,Shaanxi,Eastern Asia,China,Pacific Asia
941,Liaocheng,Shandong,Eastern Asia,China,Pacific Asia
942,Shanghái,Shanghái,Eastern Asia,China,Pacific Asia
943,Zhengzhou,Henan,Eastern Asia,China,Pacific Asia
945,Shenyang,Liaoning,Eastern Asia,China,Pacific Asia
948,Zhanjiang,Guangdong,Eastern Asia,China,Pacific Asia
954,Yangjiang,Guangdong,Eastern Asia,China,Pacific Asia
957,Xiaogan,Hubei,Eastern Asia,China,Pacific Asia
959,Jincheng,Shanxi,Eastern Asia,China,Pacific Asia
961,Nanchang,Jiangxi,Eastern Asia,China,Pacific Asia
962,Mianyang,Sichuan,Eastern Asia,China,Pacific Asia
963,Xianyang,Shaanxi,Eastern Asia,China,Pacific Asia
966,Nanyang,Henan,Eastern Asia,China,Pacific Asia
968,Changzhou,Jiangsu,Eastern Asia,China,Pacific Asia
1025,Suihua,Heilongjiang,Eastern Asia,China,Pacific Asia
1026,Wuchuan,Guangdong,Eastern Asia,China,Pacific Asia
1084,Fushun,Liaoning,Eastern Asia,China,Pacific Asia
1089,Chongqing,Chongqing,Eastern Asia,China,Pacific Asia
1090,Yunyang,Henan,Eastern Asia,China,Pacific Asia
1210,Laiyang,Shandong,Eastern Asia,China,Pacific Asia
1216,Huaibei,Anhui,Eastern Asia,China,Pacific Asia
1218,Harbin,Heilongjiang,Eastern Asia,China,Pacific Asia
1219,Baotou,Mongolia Interior,Eastern Asia,China,Pacific Asia
1221,Gongzhuling,Jilin,Eastern Asia,China,Pacific Asia
1262,Shangqiu,Henan,Eastern Asia,China,Pacific Asia
1264,Zhaoqing,Guangdong,Eastern Asia,China,Pacific Asia
1271,Benxi,Liaoning,Eastern Asia,China,Pacific Asia
1295,Hohhot,Mongolia Interior,Eastern Asia,China,Pacific Asia
1297,Fengcheng,Liaoning,Eastern Asia,China,Pacific Asia
1307,Jieyang,Guangdong,Eastern Asia,China,Pacific Asia
1313,Taizhou,Jiangsu,Eastern Asia,China,Pacific Asia
1314,Kunming,Yunnan,Eastern Asia,China,Pacific Asia
1330,Changzhi,Shanxi,Eastern Asia,China,Pacific Asia
1331,Changchun,Jilin,Eastern Asia,China,Pacific Asia
1336,Chaoyang,Liaoning,Eastern Asia,China,Pacific Asia
1338,Jiangyou,Sichuan,Eastern Asia,China,Pacific Asia
1344,Licheng,Jiangsu,Eastern Asia,China,Pacific Asia
1347,Jieshou,Anhui,Eastern Asia,China,Pacific Asia
1350,Wenling,Zhejiang,Eastern Asia,China,Pacific Asia
1352,Jiangmen,Guangdong,Eastern Asia,China,Pacific Asia
1355,Hangu,Tianjin,Eastern Asia,China,Pacific Asia
1445,Binzhou,Shandong,Eastern Asia,China,Pacific Asia
1446,Guiyang,Guizhou,Eastern Asia,China,Pacific Asia
1455,Chifeng,Mongolia Interior,Eastern Asia,China,Pacific Asia
1465,Xiamen,Fujian,Eastern Asia,China,Pacific Asia
1466,Ninghai,Shandong,Eastern Asia,China,Pacific Asia
1468,Xintai,Shandong,Eastern Asia,China,Pacific Asia
1508,Lanzhou,Gansu,Eastern Asia,China,Pacific Asia
1512,Chaozhou,Guangdong,Eastern Asia,China,Pacific Asia
1520,Jiaozuo,Henan,Eastern Asia,China,Pacific Asia
1552,Anqing,Anhui,Eastern Asia,China,Pacific Asia
1553,Taiyuan,Shanxi,Eastern Asia,China,Pacific Asia
1605,Qitaihe,Heilongjiang,Eastern Asia,China,Pacific Asia
1606,Tangshan,Hebei,Eastern Asia,China,Pacific Asia
1610,Tieling,Liaoning,Eastern Asia,China,Pacific Asia
1615,Laohekou,Hubei,Eastern Asia,China,Pacific Asia
1631,Zigong,Sichuan,Eastern Asia,China,Pacific Asia
1632,Yiwu,Zhejiang,Eastern Asia,China,Pacific Asia
1633,Nanchong,Sichuan,Eastern Asia,China,Pacific Asia
1636,Hefei,Anhui,Eastern Asia,China,Pacific Asia
1637,Handan,Hebei,Eastern Asia,China,Pacific Asia
1662,Jilin,Jilin,Eastern Asia,China,Pacific Asia
1693,Dongguan,Guangdong,Eastern Asia,China,Pacific Asia
1694,Donghai,Guangdong,Eastern Asia,China,Pacific Asia
1699,Qiqihar,Heilongjiang,Eastern Asia,China,Pacific Asia
1700,Xianning,Hubei,Eastern Asia,China,Pacific Asia
1741,Kaifeng,Henan,Eastern Asia,China,Pacific Asia
1763,Zhumadian,Henan,Eastern Asia,China,Pacific Asia
1814,Jinjiang,Fujian,Eastern Asia,China,Pacific Asia
1815,Sanya,Hainan,Eastern Asia,China,Pacific Asia
1816,Bengbu,Anhui,Eastern Asia,China,Pacific Asia
1818,Jining,Mongolia Interior,Eastern Asia,China,Pacific Asia
1942,Weifang,Shandong,Eastern Asia,China,Pacific Asia
1944,Yanji,Jilin,Eastern Asia,China,Pacific Asia
1952,Changsha,Hunan,Eastern Asia,China,Pacific Asia
1953,Yicheng,Hubei,Eastern Asia,China,Pacific Asia
1956,Huizhou,Guangdong,Eastern Asia,China,Pacific Asia
1958,Shijiazhuang,Hebei,Eastern Asia,China,Pacific Asia
1960,Yichun,Jiangxi,Eastern Asia,China,Pacific Asia
2054,Shuangyashan,Heilongjiang,Eastern Asia,China,Pacific Asia
2100,Ningbo,Zhejiang,Eastern Asia,China,Pacific Asia
2105,Wuchang,Heilongjiang,Eastern Asia,China,Pacific Asia
2116,Nanning,Guangxi,Eastern Asia,China,Pacific Asia
2119,Yulin,Shaanxi,Eastern Asia,China,Pacific Asia
2140,Zunyi,Guizhou,Eastern Asia,China,Pacific Asia
2146,Pingdingshan,Henan,Eastern Asia,China,Pacific Asia
2275,Yangquan,Shanxi,Eastern Asia,China,Pacific Asia
2305,Changde,Hunan,Eastern Asia,China,Pacific Asia
2306,Jiutai,Jilin,Eastern Asia,China,Pacific Asia
2385,Yueyang,Hunan,Eastern Asia,China,Pacific Asia
2408,Gaoyou,Jiangsu,Eastern Asia,China,Pacific Asia
2409,Xinghua,Jiangsu,Eastern Asia,China,Pacific Asia
2448,Puyang,Henan,Eastern Asia,China,Pacific Asia
2470,Hengyang,Hunan,Eastern Asia,China,Pacific Asia
2513,Yuanjiang,Hunan,Eastern Asia,China,Pacific Asia
2517,Weihai,Shandong,Eastern Asia,China,Pacific Asia
2532,Datong,Shanxi,Eastern Asia,China,Pacific Asia
2572,Jinhua,Zhejiang,Eastern Asia,China,Pacific Asia
2574,Shashi,Hubei,Eastern Asia,China,Pacific Asia
2579,Haikou,Hainan,Eastern Asia,China,Pacific Asia
2581,Shouguang,Shandong,Eastern Asia,China,Pacific Asia
2587,Zhenjiang,Jiangsu,Eastern Asia,China,Pacific Asia
2590,Ezhou,Hubei,Eastern Asia,China,Pacific Asia
2593,Chaohu,Anhui,Eastern Asia,China,Pacific Asia
2620,Wuxi,Jiangsu,Eastern Asia,China,Pacific Asia
2646,Jiangdu,Jiangsu,Eastern Asia,China,Pacific Asia
2647,Xinshi,Hubei,Eastern Asia,China,Pacific Asia
2650,Taixing,Jiangsu,Eastern Asia,China,Pacific Asia
2660,Bijie,Guizhou,Eastern Asia,China,Pacific Asia
2665,Liaoyang,Liaoning,Eastern Asia,China,Pacific Asia
2687,Xining,Qinghai,Eastern Asia,China,Pacific Asia
2690,Xiangtan,Hunan,Eastern Asia,China,Pacific Asia
2692,Baoding,Hebei,Eastern Asia,China,Pacific Asia
2693,Tanggu,Tianjin,Eastern Asia,China,Pacific Asia
2694,Chenzhou,Hunan,Eastern Asia,China,Pacific Asia
2715,Macheng,Hubei,Eastern Asia,China,Pacific Asia
2763,Yuyao,Zhejiang,Eastern Asia,China,Pacific Asia
2764,Guilin,Guangxi,Eastern Asia,China,Pacific Asia
2769,Linhai,Zhejiang,Eastern Asia,China,Pacific Asia
2771,Deyang,Sichuan,Eastern Asia,China,Pacific Asia
2772,Shaoxing,Zhejiang,Eastern Asia,China,Pacific Asia
2773,Linyi,Shandong,Eastern Asia,China,Pacific Asia
2774,Hailin,Heilongjiang,Eastern Asia,China,Pacific Asia
2791,Wafangdian,Liaoning,Eastern Asia,China,Pacific Asia
2801,Luohe,Henan,Eastern Asia,China,Pacific Asia
2802,Jiamusi,Heilongjiang,Eastern Asia,China,Pacific Asia
2804,Hebi,Henan,Eastern Asia,China,Pacific Asia
2806,Shizuishan,Ningxia Hui,Eastern Asia,China,Pacific Asia
2816,Aksu,Xinjiang Uygur,Eastern Asia,China,Pacific Asia
2823,Yibin,Sichuan,Eastern Asia,China,Pacific Asia
2825,Yushu,Jilin,Eastern Asia,China,Pacific Asia
2828,Zhangjiakou,Hebei,Eastern Asia,China,Pacific Asia
2862,Zhoukou,Henan,Eastern Asia,China,Pacific Asia
2885,Zhongxiang,Hubei,Eastern Asia,China,Pacific Asia
2887,Shangyu,Zhejiang,Eastern Asia,China,Pacific Asia
2889,Wuhai,Mongolia Interior,Eastern Asia,China,Pacific Asia
2905,Heze,Shandong,Eastern Asia,China,Pacific Asia
2906,Renqiu,Hebei,Eastern Asia,China,Pacific Asia
2924,Xiangfan,Hubei,Eastern Asia,China,Pacific Asia
2927,Chengjiang,Jiangsu,Eastern Asia,China,Pacific Asia
2970,Fuzhou,Fujian,Eastern Asia,China,Pacific Asia
2971,Xiantao,Hubei,Eastern Asia,China,Pacific Asia
3001,Penglai,Shandong,Eastern Asia,China,Pacific Asia
3002,Xingtai,Hebei,Eastern Asia,China,Pacific Asia
3003,Kaiyuan,Yunnan,Eastern Asia,China,Pacific Asia
3010,Langfang,Hebei,Eastern Asia,China,Pacific Asia
3014,Huzhou,Zhejiang,Eastern Asia,China,Pacific Asia
3047,Jiaohe,Jilin,Eastern Asia,China,Pacific Asia
3048,Anshun,Guizhou,Eastern Asia,China,Pacific Asia
3055,Jingmen,Hubei,Eastern Asia,China,Pacific Asia
3056,Quanzhou,Fujian,Eastern Asia,China,Pacific Asia
3082,Mentougou,Pekín,Eastern Asia,China,Pacific Asia
3083,Shuangcheng,Heilongjiang,Eastern Asia,China,Pacific Asia
3085,Suizhou,Hubei,Eastern Asia,China,Pacific Asia
3087,Meizhou,Guangdong,Eastern Asia,China,Pacific Asia
3088,Tongliao,Mongolia Interior,Eastern Asia,China,Pacific Asia
3111,Xuanhua,Hebei,Eastern Asia,China,Pacific Asia
3112,Leshan,Sichuan,Eastern Asia,China,Pacific Asia
3114,Foshan,Guangdong,Eastern Asia,China,Pacific Asia
3133,Pingxiang,Jiangxi,Eastern Asia,China,Pacific Asia
3136,Korla,Xinjiang Uygur,Eastern Asia,China,Pacific Asia
3156,Suining,Sichuan,Eastern Asia,China,Pacific Asia
3192,Wuzhou,Guangxi,Eastern Asia,China,Pacific Asia
3194,Huaihua,Hunan,Eastern Asia,China,Pacific Asia
3196,Xinxiang,Henan,Eastern Asia,China,Pacific Asia
3197,Guiping,Guangxi,Eastern Asia,China,Pacific Asia
3232,Zhaoyuan,Heilongjiang,Eastern Asia,China,Pacific Asia
3239,Yantai,Shandong,Eastern Asia,China,Pacific Asia
3244,Yiyang,Hunan,Eastern Asia,China,Pacific Asia
3281,Shihezi,Xinjiang Uygur,Eastern Asia,China,Pacific Asia
3316,Changshu,Jiangsu,Eastern Asia,China,Pacific Asia
3327,Zhangzhou,Fujian,Eastern Asia,China,Pacific Asia
3334,Beipiao,Liaoning,Eastern Asia,China,Pacific Asia
3336,Cangzhou,Hebei,Eastern Asia,China,Pacific Asia
3406,Yongchuan,Chongqing,Eastern Asia,China,Pacific Asia
3407,Zaoyang,Hubei,Eastern Asia,China,Pacific Asia
3408,Rizhao,Shandong,Eastern Asia,China,Pacific Asia
3429,Lanxi,Zhejiang,Eastern Asia,China,Pacific Asia
3431,Sanming,Fujian,Eastern Asia,China,Pacific Asia
3458,Yuncheng,Shanxi,Eastern Asia,China,Pacific Asia
3489,Jiaxing,Zhejiang,Eastern Asia,China,Pacific Asia
3490,Jingdezhen,Jiangxi,Eastern Asia,China,Pacific Asia
3533,Qidong,Jiangsu,Eastern Asia,China,Pacific Asia
3536,Wendeng,Shandong,Eastern Asia,China,Pacific Asia
3541,Huangshi,Hubei,Eastern Asia,China,Pacific Asia
3542,Gaomi,Shandong,Eastern Asia,China,Pacific Asia
3543,Loudi,Hunan,Eastern Asia,China,Pacific Asia
3545,Zhuzhou,Hunan,Eastern Asia,China,Pacific Asia
3547,Liaoyuan,Jilin,Eastern Asia,China,Pacific Asia
3570,Tongzhou,Pekín,Eastern Asia,China,Pacific Asia
3573,Shangzhi,Heilongjiang,Eastern Asia,China,Pacific Asia
3586,Pingnan,Guangxi,Eastern Asia,China,Pacific Asia
3594,Tongling,Anhui,Eastern Asia,China,Pacific Asia
3595,Liuyang,Hunan,Eastern Asia,China,Pacific Asia
199,Khmelnytskyi,Khmelnytskyi,Eastern Europe,Ucrania,Europe
208,Gdynia,Pomerania,Eastern Europe,Polonia,Europe
214,Satu Mare,Satu Mare,Eastern Europe,Rumania,Europe
258,Giurgiu,Giurgiu,Eastern Europe,Rumania,Europe
260,Lviv,Lviv,Eastern Europe,Ucrania,Europe
276,Galati,Galati,Eastern Europe,Rumania,Europe
284,Yaroslavl,Yaroslavl,Eastern Europe,Rusia,Europe
291,Sterlitamak,Bashkortostán,Eastern Europe,Rusia,Europe
297,Lublin,Lublin,Eastern Europe,Polonia,Europe
311,Banska Bystrica,Banská Bystrica,Eastern Europe,Eslovaquia,Europe
